url,word,definition,mnemonic,highlighted_text,images
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/mezzo-forte.html,Mezzo Forte (mf.),"Literally ""half"" loud; moderately loud","['They met to sew (mezzo) exactly half way between their houses.', 'The battle at the fort was a (forte) loud one. The fort had a large #forte\xa0above the drawbridge.']","['met', 'sew', 'half', 'fort', 'a', 'loud']","['https://mammothmemory.net/images/user/base/music/vocab/mezzo-in-music-vocab.583f52d.jpg', 'https://mammothmemory.net/images/user/base/music/vocab/forte-in-music-vocabulary.502a38c.jpg']"
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/mezzo-piano.html,Mezzo Piano (MP),"Literally ""half"" quiet, moderately quiet","['Mezzo (M.) – Half', '(Pronounced met-soh)', 'They met to sew (mezzo) exactly half way between their houses.', ""The tiny mouse played the piano so quietly so that she didn't wake anyone up.""]","['Mezzo (M.) – Half', '(Pronounced met-soh)', 'met', 'sew', 'half', 'piano', 'quietly']","['https://mammothmemory.net/images/user/base/music/vocab/mezzo-in-music-vocab.583f52d.jpg', 'https://mammothmemory.net/images/user/base/music/vocab/piano-in-music-vocab.1037cd5.jpg']"
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/moderato.html,Moderato,at a moderate pace,[],[],['https://mammothmemory.net/images/user/base/music/vocab/moderato-in-music-vocab.180e6d9.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/piano.html,Piano (P.),Quietly,"[""The tiny mouse played the piano so quietly so that she didn't wake anyone up.""]","['piano', 'quietly']",['https://mammothmemory.net/images/user/base/music/vocab/piano-in-music-vocab.1037cd5.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/pianissimo.html,Pianissimo (PP.),Very quiet,"['Will she pee on this sumo (pianissimo)? The baby is very quiet, but she is full of surprises!']","['pee on this sumo', 'very quiet']",['https://mammothmemory.net/images/user/base/music/vocab/pianissimo-in-music-vocab.b7f3c9a.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/poco.html,Poco,A little,"[""Their Thursday night poker (poco) game was a little treat after a hard week's scavenging.""]","['poker', 'a little']",['https://mammothmemory.net/images/user/base/music/vocab/poco-in-music-vocab.91e14ad.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/rallentando.html,Rallentando (or rallo),Gradually getting slower,['As Dad approached the rally on a tandem (rallentando) he got gradually slower.'],"['rall', 'on', 'tandem', 'gradually slower']",['https://mammothmemory.net/images/user/base/music/vocab/rallentando-in-music-vocabulary2.638d89d.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/ritardando.html,Ritardando (or ritard. or rit.),Gradually getting slower,['The roadworkers re-tarred and do (ritardando) repairs on the road but got gradually slower as they become tired.'],"['re-tarred and do', 'got gradually slower']",['https://mammothmemory.net/images/user/base/music/vocab/ritardando-in-music-vocab.b2114fd.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/ritenuto.html,Ritenuto (riten. or rit.),"an immediate, or sudden, reduction in speed or tempo","['Please believe that I have written you too (ritenuto) but the postal service strike may suddenly slow down my letter.', 'She had written a new song with her toes (ritenuto), but it took ages; writing like this suddenly reduces the speed you can write.']","['written you too', 'suddenly slow down', 'writ', 'a new', 'to', 'suddenly reduces the speed']","['https://mammothmemory.net/images/user/base/music/vocab/ritenuto-in-music-vocab.0accd4d.jpg', 'https://mammothmemory.net/images/user/base/Music/remember-ritenuto-in-music-vocabulary.59e0c7e.jpg']"
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/staccato.html,Staccato (or stacc.),Each note detached or separated from each other,['The stack of cards were oh (staccato) so high but then suddenly tumbled and the cards became detached.'],"['stack', 'card', 'oh', 'detached']",['https://mammothmemory.net/images/user/base/music/vocab/staccato-in-music-vocab.2f9d697.jpg']
https://mammothmemory.net/music/music-vocabulary/common-sheet-music-terms/tempo.html,Tempo,"Speed, time","['Note: Tempo is the rate of speed of a musical piece indicated by directions (such as largo or allegro) and often by an exact metronome marking.', 'He was so naughty he lost his temper (tempo) all the time.', 'You could see she had a temper going. Oh (tempo) this was going to be bad. Mum was at the front door, scowling, folded arms and tapping her foot.']","['Note', 'temper', 'time', 'temp', 'Oh', 'tapping her foot']","['https://mammothmemory.net/images/user/base/music/vocab/tempo-in-music-vocab.a773d76.jpg', 'https://mammothmemory.net/images/user/base/music/vocab/remember-tempo-02-in-music.84ea263.jpg']"
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/albania.html,Albania,Albania's capital is Tirana,['They were all banned from going near (Albania) the tyrannosaurus (Tirana).'],"['all', 'ban', 'near', 'tyran']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-albania-in-europe-capitals-geography.2c7ee42.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/andorra.html,Andorra,Andorra's capital is Andorra la villa,"['The handle of the door (Andorra) was the reason the house was called ""Hand on the Door Villa"" (Andorra la villa).']","['and', 'door', 'and', 'Door Villa']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/andorra-in-europe-capitals-geography.31eacbd.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/austria.html,Austria,Austria's capital is Vienna,['The ostrich bit his ear (Austria) and gave him a V-sign to show he was his enemy (Vienna).'],"['ostr', 'ear', 'V', 'ene']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/austria-in-europe-capitals-geography.289e6b9.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/belarus.html,Belarus,Belarus's capital is Minsk,['Ringing the bell was a ruse (Belarus); it called the minks (Minsk) out of the water and the hunters shot them.'],"['bell', 'ruse', 'minks']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-belarus-in-europe-capitals-geography.ce3aefe.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/belgium.html,Belgium,Belgium's capital is Brussels,['The bell is covered in jam (Belgium) and has a brussel\xa0(Brussels) sprout for a clapper.'],"['bell', 'jam', 'brussel']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-belguim-in-europe-capitals-geography.8dd589a.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/bosnia--herzegovina.html,Bosnia and Herzegovina,Bosnia and Herzegovina's capital is Sarajevo,"[""The boss is near and the bodyguards will stop anyone who wants to hurt their guv'nor (Bosnia and Herzegovina). They will be sorry if a vole (Sarajevo) attacks her.""]","['boss', 'near and', ""hurt their guv'nor"", 'sorry', 'a vo']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/bosnia-and-herzegovina--in-europe-capitals-geography.51ce46a.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/bulgaria.html,Bulgaria,Bulgaria's capital is Sofia,['The bull glared (Bulgaria) at her but she just sat on the sofa with no fear (Sofia).'],"['bull glare', 'sofa', 'fear']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/bulgaria-in-europe-capitals-geography.89d26b0.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/croatia.html,Croatia,Croatia's capital is Zagreb,"[""The crow ate ya (Croatia): with it's lizard tongue it could zap and grab you (Zagreb).""]","['crow ate ya', 'zap', 'grab']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/croatia-in-europe-capitals-geography.6ccbe5f.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/cyprus.html,Cyprus,Cyprus' capital is Nicosia,"[""She didn't use the cider press (Cyprus), she pressed the apples with her feet wearing her knickerbockers, you must come and see her (Nicosia).""]","['cider press', 'knicker', 'see her']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/cyprus-in-europe-capitals-geography.5eb7e7b.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/czech-republic.html,Czech Republic,Czech Republic's capital is Prague,['Check out the really good pub that I like (Czech Republic) but be pragmatic and keep out of arguments (Prague).'],"['Check', 're', 'pub', 'lik', 'prag', 'arg']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-czech-republic-in-europe-capitals-geography.f8bf293.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/denmark.html,Denmark,Denmark's capital is Copenhagen,"['The denim he wore marked (Denmark) him out as a farmer, who was coping with getting all the hay gone (Copenhagen) from the field into the barn.']","['den', 'mark', 'copin', 'hay gone']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/denmark-in-europe-capitals-geography-copy.2d50a63.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/estonia.html,Estonia,Estonia's capital is Tallinn,['Estimate the number of stones (Estonia) and admire his talent (Tallinn).'],"['Est', 'stone', 'talen']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-estonia-in-europe-capitals-geography.59e163e.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/finland.html,Finland,Finland's capital is Helsinki,['Fins were all around me as I floated away from the land (Finland) and I held on to the sink (Helsinki).'],"['Fin', 'land', 'hel', 'sink']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-finland-in-europe-capitals-geography.9b43b26.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/france.html,France,France's capital is Paris,['Frogs that dance (France) are sold as souvenirs. They are made out of plaster of paris (Paris).'],"['Fr', 'ance', 'paris']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-france-in-europe-capitals-geography.6c5c96d.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/germany.html,Germany,Germany's capital is Berlin,"[""Germs, especially when there are many (Germany) need to be exterminated. That's why Beethoven burnt his violin (Berlin).""]","['Germ', 'many', 'bur', 'lin']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-germany-in-europe-capitals-geography.7b74dcd.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/greece.html,Greece,Greece's capital is Athens,"[""Get grease (Greece), put a thin (Athens) layer on a pole and you won't get up it.""]","['grease', 'a thin']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-greece-in-europe-capitals-geography.402d8bb.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/hungary.html,Hungary,Hungary's capital is Budapest,"[""I'm hungry (Hungary) said the Buddha and so he kept pestering (Budapest) his chef to cook him something.""]","['hungry', 'Buddha', 'pest']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/hungary-in-europe-capitals-geography.ad2a9d0.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/iceland.html,Iceland,Iceland's capital is Reykjavik,['The ice land (Iceland) was built using a rake by a vicar (Reykjavik).'],"['ice land', 'rake', 'a vic']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/iceland-in-europe-capitals-geography.b606aee.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/ireland.html,Ireland,Ireland's capital is Dublin,['The iron man was in a land (Ireland) where everyone had a double in tow (Dublin).'],"['ir', 'land', 'double in']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-ireland-in-europe-capitals-geography.60cf10e.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/italy.html,Italy,Italy's capital is Rome,"[""It didn't tally (Italy) when they did a survey of wellington boots, so they had to roam (Rome) the country to count them all again.""]","['It', 'tally', 'roam']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/italy-in-europe-capitals-geography.640d733.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/kosovo.html,Kosovo,Kosovo's capital is Pristina,['The cosmos over (Kosovo) his head was shaped like a priest playing the concertina (Pristina).'],"['cos', 'over', 'priest', 'tina']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/kosovo-in-europe-capitals-geography.d207f50.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/latvia.html,Latvia,Latvia's capital is Riga,"['His Latin veers (Latvia) from good to bad, but he always looks quite regal (Riga).']","['Lat', 'veer', 'rega']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/latvia-in-europe-capitals-geography.bf3167d.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/liechtenstein.html,Liechtenstein,Liechtenstein's capital is Vaduz,['After he licked a ten-stone man – or was he nine? (Liechtenstein) – the alien decided to invade and loot (Vaduz).'],"['licked', 'ten-st', 'ine', 'vade', 'loot']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/liechtenstein-in-europe-capitals-geography.003eda2.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/lithuania.html,Lithuania,Lithuania's capital is Vilnius,['You lit your anus (Lithuania) to scare off the villain who was near us (Vilnius).'],"['lit your anus', 'vil', 'nea', 'us']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/lithuania-in-europe-capitals-geography.47877c9.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/luxembourg.html,Luxembourg,Luxembourg's capital is Luxembourg city,['The two people were eating luxury burgers (Luxembourg) and playing snap at the same time.'],"['lux', 'burg']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/luxembourg-in-europe-capitals-geography.dac7d90.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/malta.html,Malta,Malta's capital is Valletta,"['The malt had a (Malta) lovely holiday – it sent the whole valley, where it came from, a letter (Valletta) to say what a great time it was having on holiday.']","['malt', 'a', 'vall', 'letter']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-malta-in-europe-capitals-geography.c38a006.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/moldova.html,Moldova,Moldova's capital is Chisinau,['He mulled over (Moldova) his losses and decided there would be no more visits to the casino now (Chisinau).'],"['mulled over', 'casin', 'now']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-moldova-in-europe-capitals-geography.75b4dae.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/monaco.html,Monaco,Monaco's capital is Monaco-Ville,"['Note: When the main characters of an image are playing snap, this means that the capital city has the same name as the country.', 'If you have a monocle\xa0 then you would be in good company (Monaco) in this villa (Monaco-Ville) – they love playing snap.']","['Note:', 'mono', 'co', 'vill']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/monaco-in-europe-capitals-geography.919970f.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/montenegro.html,Montenegro,Montenegro's capital is Podgorica,['She had a monster ego (Montenegro) considering she was a podgy gorilla eating pizza (Podgorica).'],"['monster ego', 'pod', 'gor', 'izza']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/montenegro-in-europe-capitals-geography.9354985.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/netherlands.html,Netherlands,Netherlands' capital is Amsterdam,['The lion never lands (Netherlands) well but the hamster can (Amsterdam).'],"['never lands', 'amster can']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/netherlands-in-europe-capitals-geography.8ce79c6.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/north-macedonia.html,Macedonia (North),North Macedonia's capital is Skopje,"[""The massive doner (Macedonia) kebab was the scorpion's (Skopje) favourite food.""]","['massive doner', ""scorpion's"", 'North']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-macedonia-in-europe-capitals-geography.1bc6cfa.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/norway.html,Norway,Norway's capital is Oslo,"['North was this way (Norway), but the wizard of Oz slowed (Oslo) them down.']","['Nor', 'way', 'Oz slow']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/norway-in-europe-capitals-geography.0ce89ce.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/poland.html,Poland,Poland's capital is Warsaw,['Polo was the national sport in this land (Poland) but it became dangerous when they started using war saws (Warsaw) instead of polo sticks.'],"['Polo', 'land', 'war saw']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-poland-in-europe-capitals-geography.491a6b0.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/portugal.html,Portugal,Portugal's capital is Lisbon,['The port drunk by this girl (Portugal) was the reason why she had a lisp and her bonnet (Lisbon) was sliding off her head.'],"['port', 'girl', 'lis', 'bon']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-portugal-in-europe-capitals-geography.1283f0b.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/romania.html,Romania,Romania's capital is Bucharest,"['She was a roman maniac (Romania), she loved everything roman. In fact she never gave any book on Romans a rest (Bucharest) until she finished it.']","['rom', 'mania', 'book', 'a rest']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-romania-in-europe-capitals-geography.bd02114.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/russian-federation.html,Russian Federation,Russian Federation's capital is Moscow,['She rushed in and fed (Russian Federation) moss to the cow (Moscow).'],"['rushed in', 'fed', 'moss', 'cow']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/russian-federation-in-europe-capitals-geography.b5a51f5.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/san-marino.html,San Marino,San Marino's capital is San Marino,"['Sandwiched in a marina (San Marino), they had no choice but to play snap (the same).']","['San', 'marina', 'snap']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-san-marino-in-europe-capitals-geography.e364d7c.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/serbia.html,Serbia,Serbia's capital is Belgrade,"[""They will serve beer (Serbia) if the bell that's grey is rung (Belgrade).""]","['ser', 'beer', 'bell', 'grey']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/serbia-in-europe-capitals-geography.8170701.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/slovakia.html,Slovakia,Slovakia's capital is Bratislava,['You can slowly vacuum (Slovakia) the brat till she is laughing (Bratislava).'],"['slo', 'vac', 'brat', 'is laughi']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/slovakia-in-europe-capitals-geography.fd15272.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/slovenia.html,Slovenia,Slovenia's capital is Ljubljana,['He was so slovenly (Slovenia) that his mum just went loopy and smashed his room up with a hammer (Ljubljana).'],"['slovenly', 'loopy', 'hammer']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/remember-slovania-in-europe-capitals-geography.0fb2d79.jpeg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/spain.html,Spain,Spain's capital is Madrid,"[""His pain (Spain) was so obvious but that didn't bother the mad Riddler (Madrid).""]","['s pain', 'mad Rid']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/spain-in-europe-capitals-geography.37d4a48.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/sweden.html,Sweden,Sweden's capital is Stockholm,['The swedes weighed ten tons (Sweden); the problem was how to get this stock home (Stockholm).'],"['swed', 'en', 'stock', 'home']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/sweden-in-europe-capitals-geography.d01337a.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/switzerland.html,Switzerland,Switzerland's capital is Bern,['The pilot switched her landing (Switzerland) from the runway that was burning (Bern).'],"['switched her land', 'burn']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/switzerland-in-europe-capitals-geography.f0dcd78.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/turkey.html,Turkey,Turkey's capital is Ankara,['All the turkeys (Turkey) had anchors around (Ankara) their ankles.'],"['turkey', 'anchor', 'ar']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/turkey-in-europe-capitals-geography.765a86f.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/ukraine.html,Ukraine,Ukraine's capital is Kyiv,['You have to use a crane (Ukraine) when the giant key is heaved (Kyiv) into the air.'],"['You', 'crane', 'key']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/ukraine-in-europe-capitals-geography.546abec.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/united-kingdom.html,United Kingdom,United Kingdom's capital is London,['The united Kings (United Kingdom) all had long johns on (London).'],"['e united King', 'lon', 'on']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/united-kingdom-in-europe-capitals-geography.2efca7b.jpg']
https://mammothmemory.net/geography/world/europe/what-are-the-european-capital-cities/i/vatican-city.html,Vatican City,Vatican City's capital is Vatican City,['What a pair of fatties the cans (Vatican) were ; they just sat around playing snap.'],"['fatti', 'can']",['https://mammothmemory.net/images/user/base/Geography/Europe capitals/vatican-city-in-europe-capitals-geography.628438c.jpg']
https://mammothmemory.net/chemistry/chemical-formulae/iron-oxide-rust/iron-oxide-rust.html,Iron oxide (rust),Fe2O3,['Rusty iron oxen (iron oxide) fetch shoes (two) from an Orange tree (Fe2O3).'],"['Rusty iron', 'iron', 'oxen', 'fe', 'shoes', 'O', 'tree', 'O3']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/iron-oxide2-new.8b7eb16.jpg']
https://mammothmemory.net/chemistry/chemical-formulae/sodium-chloride-salt/sodium-chloride-salt.html,Sodium chloride (salt),NaCl,['Sodium chloride is represented by the pinNaCle of a mountain of salt (NaCl)'],"['NaCl', 'salt']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.2 Sodium chloride memory aid (2).jpg']
https://mammothmemory.net/chemistry/chemical-formulae/ammonia/ammonia.html,Ammonia,NH3,"['NH3', 'The Mona Lisa (Ammonia) at the Natural History Museum (NH3)']","['NH3', 'Mon', 'i', 'a', 'N', 'H', 'M']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.3 Ammonia memory prompt (2).jpg']
https://mammothmemory.net/chemistry/chemical-formulae/calcium-carbonate/calcium-carbonate.html,Calcium carbonate,CaCO3,"['Think of calcium carbonate as being milk (calcium, Ca) on a car bonnet, along with items associated with calcium carbonate:']","['calcium', 'car bonnet']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.5 Calcium carbonate mnemonic (2).jpg']
https://mammothmemory.net/chemistry/chemical-formulae/limescale/limescale.html,Limescale,CaCO3,['A cacophony is produced by three (CaCO3) limes playing scales (limescale).'],"['caco', 'three', 'limes', 'scales']",['https://mammothmemory.net/images/user/base/uncategorised/Lime scale.jpg']
https://mammothmemory.net/chemistry/chemical-formulae/ethanol/ethanol.html,Ethanol (alcohol),C2H5OH,[],[],"['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.6 Ethanol molecular structure (2).jpg', 'https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.7 Ethanol mnemonic (2).jpg', 'https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.8 Ethanol image (2).jpg']"
https://mammothmemory.net/chemistry/chemical-formulae/beginning-with-h/beginning-with-h.html,Beginning with,H,"['If a compound’s formula begins with H, it’s usually an acid like H2SO4 (sulphuric acid) or HCl (hydrochloric acid). However, one exception to this rule is H2O (water).']","['H', 'H']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.9 H is an acid image (2).jpg']
https://mammothmemory.net/chemistry/chemical-formulae/hydrochloric-acid/hydrochloric-acid.html,Hydrochloric acid,HCl,['Hydrochloric acid is a Highly Corrosive liquid (HCl).'],"['H', 'C', 'l']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.10 Hydrochloric acid picture (2).jpg']
https://mammothmemory.net/chemistry/chemical-formulae/nitric-acid/nitric-acid.html,Nitric acid,HNO3,['Knife trick accidents Hurt Nobody Outside Our Office (HNO3)'],"['H', 'N', 'O', 'O', 'O']",['https://mammothmemory.net/images/user/base/Chemistry/7. Chemical Formulae/2.7.11 Nitric acid image.jpg']
https://mammothmemory.net/chemistry/chemical-formulae/sulphuric-acid/sulphuric-acid.html,Sulphuric acid,H2SO4,[],[],"['https://mammothmemory.net/images/user/base/Chemistry/5. Acids, Alkali, Bases and Salts/Sulphuric acid H2 S O4 resized.jpg']"
